timestamp,latitude,longitude,speed,heading,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,roll,pitch,yaw
51,12.899999863917602,77.500519999968,5.0,90.04409157097432,0.02,0.01,9.8,0.001,0.001,0.002,1.704216043898726,0.6658044200261881,90.04409157097432
52,12.89999985592116,77.50052999996481,5.0,90.0458162378307,0.02,0.01,9.8,0.001,0.001,0.002,1.7248084544866769,0.6763950667316335,90.0458162378307
53,12.89999984761798,77.50053999996136,5.0,90.04757372888986,0.02,0.01,9.8,0.001,0.001,0.002,1.7447109646899726,0.6868476759751416,90.04757372888986
54,12.899999839002334,77.50054999995766,5.0,90.04936402462411,0.02,0.01,9.8,0.001,0.001,0.002,1.763915613769895,0.6971601146074311,90.04936402462411
55,12.8999998300685,77.50055999995367,5.0,90.05118710514132,0.02,0.01,9.8,0.001,0.001,0.002,1.7824147201228708,0.7073302780849811,90.05118710514132
56,12.899999820810761,77.50056999994938,5.0,90.05304295018504,0.02,0.01,9.8,0.001,0.001,0.002,1.8002008843530102,0.7173560908995228,90.05304295018504
57,12.8999998112234,77.50057999994478,5.0,90.05493153913481,0.02,0.01,9.8,0.001,0.001,0.002,1.8172669922317664,0.7272355070016054,90.05493153913481
58,12.899999801300709,77.50058999993985,5.0,90.05685285100631,0.02,0.01,9.8,0.001,0.001,0.002,1.8336062175435337,0.7369665102181505,90.05685285100631
59,12.899999791036976,77.50059999993458,5.0,90.05880686445165,0.02,0.01,9.8,0.001,0.001,0.002,1.8492120248160406,0.7465471146639079,90.05880686445165
60,12.8999997804265,77.50060999992895,5.0,90.06079355775961,0.02,0.01,9.8,0.001,0.001,0.002,1.8640781719344526,0.7559753651467324,90.06079355775961
61,12.899999769463582,77.50061999992295,5.0,90.06281290885582,0.02,0.01,9.8,0.001,0.001,0.002,1.8781987126381352,0.7652493375665956,90.06281290885582
62,12.899999758142524,77.50062999991654,5.0,90.06486489530306,0.02,0.01,9.8,0.001,0.001,0.002,1.891567998899078,0.7743671393082526,90.06486489530306
63,12.899999746457636,77.50063999990971,5.0,90.06694949430153,0.02,0.01,9.8,0.001,0.001,0.002,1.9041806831810315,0.7833269096274834,90.06694949430153
64,12.89999973440323,77.50064999990245,5.0,90.06906668268901,0.02,0.01,9.8,0.001,0.001,0.002,1.9160317205784498,0.79212682003083,90.06906668268901
65,12.89999972197362,77.50065999989472,5.0,90.07121643694123,0.02,0.01,9.8,0.001,0.001,0.002,1.927116370834386,0.8007650746487527,90.07121643694123
66,12.899999709163128,77.50066999988651,5.0,90.07339873317204,0.02,0.01,9.8,0.001,0.001,0.002,1.9374302002365305,0.8092399106021269,90.07339873317204
67,12.899999695966077,77.5006799998778,5.0,90.07561354713373,0.02,0.01,9.8,0.001,0.001,0.002,1.9469690833906388,0.8175495983620087,90.07561354713373
68,12.899999682376798,77.50068999986857,5.0,90.07786085421728,0.02,0.01,9.8,0.001,0.001,0.002,1.9557292048706325,0.8256924421025942,90.07786085421728
69,12.899999668389624,77.50069999985878,5.0,90.08014062945263,0.02,0.01,9.8,0.001,0.001,0.002,1.9637070607447193,0.8336667800473002,90.08014062945263
70,12.899999653998892,77.50070999984843,5.0,90.08245284750897,0.02,0.01,9.8,0.001,0.001,0.002,1.9708994599769203,0.8414709848078965,90.08245284750897
71,12.899999639198944,77.50071999983747,5.0,90.08479748269502,0.02,0.01,9.8,0.001,0.001,0.002,1.9773035257034395,0.8491034637166206,90.08479748269502
72,12.899999623984128,77.5007299998259,5.0,90.0871745089593,0.02,0.01,9.8,0.001,0.001,0.002,1.9829166963833729,0.8565626591512059,90.0871745089593
73,12.899999608348795,77.50073999981367,5.0,90.08958389989041,0.02,0.01,9.8,0.001,0.001,0.002,1.9877367268232897,0.863847048852759,90.08958389989041
74,12.8999995922873,77.50074999980077,5.0,90.0920256287174,0.02,0.01,9.8,0.001,0.001,0.002,1.99176168907528,0.8709551462364189,90.0920256287174
75,12.899999575794004,77.50075999978718,5.0,90.09449966830994,0.02,0.01,9.8,0.001,0.001,0.002,1.994989973208109,0.877885500694737,90.09449966830994
76,12.899999558863273,77.50076999977284,5.0,90.09700599117875,0.02,0.01,9.8,0.001,0.001,0.002,1.997420287951166,0.8846366978937141,90.09700599117875
77,12.899999541489477,77.50077999975775,5.0,90.09954456947581,0.02,0.01,9.8,0.001,0.001,0.002,1.9990516612109581,0.8912073600614354,90.09954456947581
78,12.899999523666992,77.50078999974187,5.0,90.10211537499474,0.02,0.01,9.8,0.001,0.001,0.002,1.9998834404599326,0.8975961462692429,90.10211537499474
79,12.899999505390197,77.50079999972516,5.0,90.10471837917103,0.02,0.01,9.8,0.001,0.001,0.002,1.9999152929974802,0.9038017527053908,90.10471837917103
80,12.899999486653478,77.50080999970761,5.0,90.10735355308246,0.02,0.01,9.8,0.001,0.001,0.002,1.9991472060830102,0.9098229129411239,90.10735355308246
81,12.899999467451225,77.50081999968917,5.0,90.11002086744935,0.02,0.01,9.8,0.001,0.001,0.002,1.997579486941048,0.9156583981891291,90.11002086744935
82,12.899999447777835,77.50082999966982,5.0,90.11272029263489,0.02,0.01,9.8,0.001,0.001,0.002,1.9952127626383473,0.9213070175543029,90.11272029263489
83,12.899999427627709,77.50083999964951,5.0,90.1154517986455,0.02,0.01,9.8,0.001,0.001,0.002,1.9920479798330735,0.9267676182767881,90.1154517986455
84,12.899999406995251,77.50084999962823,5.0,90.11821535513114,0.02,0.01,9.8,0.001,0.001,0.002,1.988086404396152,0.9320390859672263,90.11821535513114
85,12.899999385874874,77.50085999960592,5.0,90.12101093138565,0.02,0.01,9.8,0.001,0.001,0.002,1.9833296209049371,0.9371203448341808,90.12101093138565
86,12.899999364260996,77.50086999958256,5.0,90.12383849634712,0.02,0.01,9.8,0.001,0.001,0.002,1.977779532009403,0.942010357903682,90.12383849634712
87,12.899999342148037,77.50087999955811,5.0,90.12669801859816,0.02,0.01,9.8,0.001,0.001,0.002,1.971438357671107,0.9467081272308508,90.12669801859816
88,12.899999319530428,77.50088999953253,5.0,90.12958946636635,0.02,0.01,9.8,0.001,0.001,0.002,1.964308634275237,0.951212694103558,90.12958946636635
89,12.899999296402601,77.50089999950579,5.0,90.13251280752453,0.02,0.01,9.8,0.001,0.001,0.002,1.9563932136160893,0.9555231392380761,90.13251280752453
90,12.899999272758995,77.50090999947784,5.0,90.13546800959115,0.02,0.01,9.8,0.001,0.001,0.002,1.9476952617563903,0.9596385829666849,90.13546800959115
91,12.899999248594055,77.50091999944864,5.0,90.13845503973066,0.02,0.01,9.8,0.001,0.001,0.002,1.9382182577609126,0.963558185417193,90.13845503973066
92,12.899999223902233,77.50092999941816,5.0,90.14147386475386,0.02,0.01,9.8,0.001,0.001,0.002,1.9279659923048962,0.9672811466843368,90.14147386475386
93,12.899999198677985,77.50093999938635,5.0,90.1445244511183,0.02,0.01,9.8,0.001,0.001,0.002,1.9169425661578283,0.9708067069930242,90.1445244511183
94,12.899999172915773,77.50094999935317,5.0,90.1476067649286,0.02,0.01,9.8,0.001,0.001,0.002,1.9051523885431907,0.9741341468533876,90.1476067649286
95,12.899999146610067,77.50095999931857,5.0,90.15072077193685,0.02,0.01,9.8,0.001,0.001,0.002,1.892600175374829,0.9772627872076167,90.15072077193685
96,12.899999119755341,77.5009699992825,5.0,90.153866437543,0.02,0.01,9.8,0.001,0.001,0.002,1.8792909473706498,0.9801919895685385,90.153866437543
97,12.899999092346075,77.50097999924493,5.0,90.15704372679527,0.02,0.01,9.8,0.001,0.001,0.002,1.865230028044401,0.9829211561499195,90.15704372679527
98,12.899999064376756,77.50098999920581,5.0,90.16025260439045,0.02,0.01,9.8,0.001,0.001,0.002,1.8504230415763365,0.9854497299884601,90.16025260439045
99,12.899999035841876,77.5009999991651,5.0,90.1634930346744,0.02,0.01,9.8,0.001,0.001,0.002,1.8348759105636196,0.9877771950574594,90.1634930346744
100,12.899999006735937,77.50100999912274,5.0,90.16676498164236,0.02,0.01,9.8,0.001,0.001,0.002,1.8185948536513634,0.9899030763721239,90.16676498164236
101,12.899998977053444,77.5010199990787,5.0,90.1700684089394,0.02,0.01,9.8,0.001,0.001,0.002,1.8015863830452545,0.9918269400865026,90.1700684089394
102,12.899998946788909,77.5010299990329,5.0,90.1734032798608,0.02,0.01,9.8,0.001,0.001,0.002,1.7838573019067592,0.9935483935820251,90.1734032798608
103,12.89999891593685,77.5010399989853,5.0,90.1767695573525,0.02,0.01,9.8,0.001,0.001,0.002,1.7654147016319481,0.9950670855476259,90.1767695573525
104,12.899998884491792,77.50104999893587,5.0,90.18016720401143,0.02,0.01,9.8,0.001,0.001,0.002,1.746265959015033,0.9963827060514404,90.18016720401143
105,12.899998852448268,77.50105999888453,5.0,90.18359618208598,0.02,0.01,9.8,0.001,0.001,0.002,1.7264187332977474,0.9974949866040544,90.18359618208598
106,12.899998819800816,77.50106999883124,5.0,90.18705645347644,0.02,0.01,9.8,0.001,0.001,0.002,1.7058809631057523,0.9984037002132972,90.18705645347644
107,12.89999878654398,77.50107999877594,5.0,90.1905479797354,0.02,0.01,9.8,0.001,0.001,0.002,1.6846608632732913,0.9991086614305656,90.1905479797354
108,12.899998752672314,77.50108999871857,5.0,90.19407072206815,0.02,0.01,9.8,0.001,0.001,0.002,1.6627669215573662,0.9996097263886704,90.19407072206815
109,12.899998718180376,77.50109999865909,5.0,90.19762464133315,0.02,0.01,9.8,0.001,0.001,0.002,1.6402078952427481,0.9999067928311958,90.19762464133315
110,12.89999868306273,77.50110999859743,5.0,90.20120969804243,0.02,0.01,9.8,0.001,0.001,0.002,1.6169928076391802,0.9999998001333682,90.20120969804243
111,12.899998647313952,77.50111999853353,5.0,90.20482585236208,0.02,0.01,9.8,0.001,0.001,0.002,1.593130944472173,0.9998887293144285,90.20482585236208
112,12.899998610928618,77.50112999846733,5.0,90.20847306411264,0.02,0.01,9.8,0.001,0.001,0.002,1.5686318501688397,0.9995736030415051,90.20847306411264
113,12.899998573901318,77.50113999839878,5.0,90.21215129276956,0.02,0.01,9.8,0.001,0.001,0.002,1.5435053240402519,0.9990544856249888,90.21215129276956
114,12.899998536226644,77.50114999832782,5.0,90.2158604974637,0.02,0.01,9.8,0.001,0.001,0.002,1.517761416361844,0.9983314830054074,90.2158604974637
115,12.899998497899196,77.50115999825437,5.0,90.21960063698168,0.02,0.01,9.8,0.001,0.001,0.002,1.4914104243534405,0.9974047427318068,90.21960063698168
116,12.899998458913583,77.50116999817837,5.0,90.22337166976645,0.02,0.01,9.8,0.001,0.001,0.002,1.4644628880605028,0.9962744539316386,90.22337166976645
117,12.899998419264422,77.50117999809977,5.0,90.22717355391768,0.02,0.01,9.8,0.001,0.001,0.002,1.4369295861382525,0.9949408472721635,90.22717355391768
118,12.899998378946336,77.50118999801849,5.0,90.23100624719225,0.02,0.01,9.8,0.001,0.001,0.002,1.4088215315403523,0.9934041949133772,90.23100624719225
119,12.899998337953953,77.50119999793446,5.0,90.23486970700473,0.02,0.01,9.8,0.001,0.001,0.002,1.3801499671138728,0.9916648104524686,90.23486970700473
120,12.899998296281913,77.50120999784764,5.0,90.23876389042782,0.02,0.01,9.8,0.001,0.001,0.002,1.350926361102302,0.9897230488598214,90.23876389042782
121,12.899998253924862,77.50121999775793,5.0,90.24268875419286,0.02,0.01,9.8,0.001,0.001,0.002,1.3211624025584014,0.9875793064065722,90.24268875419286
122,12.89999821087745,77.50122999766528,5.0,90.24664425469028,0.02,0.01,9.8,0.001,0.001,0.002,1.2908699966687416,0.9852340205837405,90.24664425469028
123,12.899998167134342,77.5012399975696,5.0,90.25063034797013,0.02,0.01,9.8,0.001,0.001,0.002,1.2600612599917844,0.9826876700129462,90.25063034797013
124,12.899998122690205,77.50124999747084,5.0,90.25464698974251,0.02,0.01,9.8,0.001,0.001,0.002,1.2287485156114235,0.9799407743487332,90.25464698974251
125,12.899998077539713,77.5012599973689,5.0,90.25869413537812,0.02,0.01,9.8,0.001,0.001,0.002,1.1969442882079129,0.9769938941725196,90.25869413537812
126,12.899998031677553,77.50126999726373,5.0,90.26277173990871,0.02,0.01,9.8,0.001,0.001,0.002,1.1646612990481637,0.9738476308781951,90.26277173990871
127,12.899997985098416,77.50127999715525,5.0,90.26687975802761,0.02,0.01,9.8,0.001,0.001,0.002,1.1319124608974056,0.9705026265493899,90.26687975802761
128,12.899997937797004,77.50128999704337,5.0,90.27101814409022,0.02,0.01,9.8,0.001,0.001,0.002,1.0987108728542532,0.9669595638284387,90.27101814409022
129,12.899997889768022,77.50129999692803,5.0,90.27518685211452,0.02,0.01,9.8,0.001,0.001,0.002,1.0650698151112423,0.9632191657770692,90.27518685211452
130,12.899997841006188,77.50130999680914,5.0,90.27938583578155,0.02,0.01,9.8,0.001,0.001,0.002,1.0310027436429283,0.9592821957288404,90.27938583578155
131,12.899997791506227,77.50131999668663,5.0,90.283615048436,0.02,0.01,9.8,0.001,0.001,0.002,0.9965232848236771,0.9551494571333634,90.283615048436
132,12.899997741262869,77.50132999656041,5.0,90.28787444308666,0.02,0.01,9.8,0.001,0.001,0.002,0.9616452299772965,0.9508217933923342,90.28787444308666
133,12.899997690270856,77.5013399964304,5.0,90.29216397240697,0.02,0.01,9.8,0.001,0.001,0.002,0.9263825298606904,0.9463000876874145,90.29216397240697
134,12.899997638524939,77.50134999629653,5.0,90.29648358873553,0.02,0.01,9.8,0.001,0.001,0.002,0.8907492890837423,0.9415852627999931,90.29648358873553
135,12.899997586019873,77.50135999615868,5.0,90.30083324407664,0.02,0.01,9.8,0.001,0.001,0.002,0.8547597604676596,0.9366782809228669,90.30083324407664
136,12.899997532750428,77.5013699960168,5.0,90.30521289010085,0.02,0.01,9.8,0.001,0.001,0.002,0.8184283393440346,0.9315801434638776,90.30521289010085
137,12.899997478711374,77.50137999587079,5.0,90.30962247814547,0.02,0.01,9.8,0.001,0.001,0.002,0.7817695577969044,0.9262918908415472,90.30962247814547
138,12.899997423897496,77.50138999572056,5.0,90.31406195921512,0.02,0.01,9.8,0.001,0.001,0.002,0.7447980788501114,0.9208146022727502,90.31406195921512
139,12.899997368303586,77.50139999556602,5.0,90.3185312839823,0.02,0.01,9.8,0.001,0.001,0.002,0.7075286906022862,0.9151493955524703,90.3185312839823
140,12.899997311924443,77.50140999540709,5.0,90.32303040278785,0.02,0.01,9.8,0.001,0.001,0.002,0.6699763003118102,0.9092974268256817,90.32303040278785
141,12.899997254754878,77.50141999524367,5.0,90.32755926564164,0.02,0.01,9.8,0.001,0.001,0.002,0.6321559284341076,0.9032598903514055,90.32755926564164
142,12.899997196789707,77.50142999507567,5.0,90.33211782222301,0.02,0.01,9.8,0.001,0.001,0.002,0.5940827026136648,0.8970380182589878,90.33211782222301
143,12.899997138023759,77.501439994903,5.0,90.33670602188138,0.02,0.01,9.8,0.001,0.001,0.002,0.5557718516331736,0.8906330802966489,90.33670602188138
144,12.899997078451868,77.50144999472555,5.0,90.3413238136368,0.02,0.01,9.8,0.001,0.001,0.002,0.5172386993222217,0.8840463835723552,90.3413238136368
145,12.899997018068879,77.50145999454324,5.0,90.34597114618052,0.02,0.01,9.8,0.001,0.001,0.002,0.47849865842796485,0.8772792722870669,90.34597114618052
146,12.899996956869645,77.50146999435597,5.0,90.35064796787555,0.02,0.01,9.8,0.001,0.001,0.002,0.4395672244502339,0.870333127460417,90.35064796787555
147,12.89999689484903,77.50147999416365,5.0,90.35535422675726,0.02,0.01,9.8,0.001,0.001,0.002,0.40045996944354106,0.8632093666488737,90.35535422675726
148,12.899996832001905,77.50148999396616,5.0,90.36008987053393,0.02,0.01,9.8,0.001,0.001,0.002,0.36119253578846583,0.8559094436564494,90.36008987053393
149,12.899996768323152,77.5014999937634,5.0,90.36485484658735,0.02,0.01,9.8,0.001,0.001,0.002,0.3217806299349115,0.8484348482380103,90.36485484658735
150,12.89999670380766,77.50150999355529,5.0,90.3696491019734,0.02,0.01,9.8,0.001,0.001,0.002,0.2822400161197344,0.8407871057952504,90.3696491019734
151,12.89999663845033,77.5015199933417,5.0,90.3744725834226,0.02,0.01,9.8,0.001,0.001,0.002,0.2425865100612595,0.83296777706539,90.3744725834226
152,12.89999657224607,77.50152999312255,5.0,90.37932523734078,0.02,0.01,9.8,0.001,0.001,0.002,0.20283597263320371,0.8249784578026637,90.37932523734078
153,12.899996505189801,77.50153999289772,5.0,90.38420700980961,0.02,0.01,9.8,0.001,0.001,0.002,0.16300430352053824,0.8168207784526614,90.38420700980961
154,12.899996437276448,77.50154999266711,5.0,90.38911784658723,0.02,0.01,9.8,0.001,0.001,0.002,0.1231074348598263,0.8084964038195901,90.38911784658723
155,12.899996368500949,77.5015599924306,5.0,90.39405769310882,0.02,0.01,9.8,0.001,0.001,0.002,0.08316132486658098,0.8000070327265242,90.39405769310882
156,12.89999629885825,77.5015699921881,5.0,90.39902649448726,0.02,0.01,9.8,0.001,0.001,0.002,0.04318195145219192,0.791354397668712,90.39902649448726
157,12.89999622834331,77.50157999193948,5.0,90.40402419551368,0.02,0.01,9.8,0.001,0.001,0.002,0.0031853058329736565,0.7825402644600116,90.40402419551368
158,12.899996156951094,77.50158999168464,5.0,90.40905074065815,0.02,0.01,9.8,0.001,0.001,0.002,-0.03681261386610762,0.7735664318725268,90.40905074065815
159,12.899996084676578,77.50159999142346,5.0,90.41410607407019,0.02,0.01,9.8,0.001,0.001,0.002,-0.07679580901047076,0.7644347312695177,90.41410607407019
160,12.89999601151475,77.50160999115583,5.0,90.4191901395795,0.02,0.01,9.8,0.001,0.001,0.002,-0.11674828685516017,0.7551470262316581,90.4191901395795
161,12.899995937460604,77.50161999088162,5.0,90.42430288069652,0.02,0.01,9.8,0.001,0.001,0.002,-0.1566540669417306,0.7457052121767203,90.42430288069652
162,12.899995862509146,77.50162999060073,5.0,90.42944424061305,0.02,0.01,9.8,0.001,0.001,0.002,-0.19649718749021736,0.7361112159727615,90.42944424061305
163,12.899995786655392,77.50163999031304,5.0,90.43461416220293,0.02,0.01,9.8,0.001,0.001,0.002,-0.23626171178363475,0.7263669955448929,90.43461416220293
164,12.899995709894368,77.50164999001842,5.0,90.43981258802265,0.02,0.01,9.8,0.001,0.001,0.002,-0.2759317345424537,0.7164745394757083,90.43981258802265
165,12.89999563222111,77.50165998971676,5.0,90.44503946031196,0.02,0.01,9.8,0.001,0.001,0.002,-0.3154913882864964,0.7064358665994588,90.44503946031196
166,12.899995553630664,77.50166998940793,5.0,90.45029472099456,0.02,0.01,9.8,0.001,0.001,0.002,-0.3549248496817203,0.6962530255900531,90.45029472099456
167,12.899995474118086,77.50167998909181,5.0,90.45557831167872,0.02,0.01,9.8,0.001,0.001,0.002,-0.3942163458693397,0.6859280945429672,90.45557831167872
168,12.899995393678443,77.50168998876828,5.0,90.46089017365793,0.02,0.01,9.8,0.001,0.001,0.002,-0.43335016077475924,0.675463180551151,90.46089017365793
169,12.899995312306812,77.50169998843721,5.0,90.46623024791155,0.02,0.01,9.8,0.001,0.001,0.002,-0.472310641393794,0.6648604192750164,90.46623024791155
170,12.89999522999828,77.50170998809847,5.0,90.4715984751055,0.02,0.01,9.8,0.001,0.001,0.002,-0.5110822040536624,0.6541219745065956,90.4715984751055
171,12.899995146747946,77.50171998775193,5.0,90.47699479559283,0.02,0.01,9.8,0.001,0.001,0.002,-0.549649340646248,0.6432500377279585,90.47699479559283
172,12.899995062550916,77.50172998739747,5.0,90.48241914941451,0.02,0.01,9.8,0.001,0.001,0.002,-0.5879966248311352,0.6322468276639797,90.48241914941451
173,12.89999497740231,77.50173998703495,5.0,90.48787147629999,0.02,0.01,9.8,0.001,0.001,0.002,-0.6261087182059404,0.6211145898295436,90.48787147629999
